ma_truong,ten_truong,ma_nganh,ten_nganh,to_hop_xet_tuyen,diem_chuan,hoc_phi,nam_tuyen_sinh,phuong_thuc_khac,mo_ta_nganh,chuong_trinh_dao_tao,co_hoi_nghe_nghiep,nhom_nganh
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7460108TA,Khoa học dữ liệu (Chương trình đào tạo bằng Tiếng Anh),A00; A01; A02; D01; D07; X06; X26,25.65,80.000.000,2026,Điểm chuẩn đã quy đổi giữa các phương thức,"Kết hợp toán thống kê, khoa học máy tính và tri thức chuyên ngành để thu thập, làm sạch, phân tích và trích xuất tri thức từ dữ liệu lớn phục vụ ra quyết định.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Xác suất thống kê ứng dụng, Trực quan hóa dữ liệu, Khai phá dữ liệu (Data Mining), Xử lý dữ liệu lớn (Big Data: Hadoop/Spark), Mô hình hóa dự báo.","Data Analyst, Data Scientist, Data Engineer, Chuyên viên phân tích định lượng tại các quỹ đầu tư, tập đoàn bán lẻ, viễn thông và công nghệ tài chính (Fintech).",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7460108,Khoa học dữ liệu (Data Science),A00; A01; A02; D01; D07; X06; X26,27.51,41.800.000,2026,Điểm chuẩn đã quy đổi giữa các phương thức,"Kết hợp toán thống kê, khoa học máy tính và tri thức chuyên ngành để thu thập, làm sạch, phân tích và trích xuất tri thức từ dữ liệu lớn phục vụ ra quyết định.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Xác suất thống kê ứng dụng, Trực quan hóa dữ liệu, Khai phá dữ liệu (Data Mining), Xử lý dữ liệu lớn (Big Data: Hadoop/Spark), Mô hình hóa dự báo.","Data Analyst, Data Scientist, Data Engineer, Chuyên viên phân tích định lượng tại các quỹ đầu tư, tập đoàn bán lẻ, viễn thông và công nghệ tài chính (Fintech).",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480101,Khoa học máy tính,A00; A01; D01; D07; X06; X26,26.55,41.800.000,2026,Điểm chuẩn đã quy đổi giữa các phương thức,"Nghiên cứu các nguyên lý nền tảng của tính toán, thuật toán phức tạp, cấu trúc dữ liệu, trí tuệ nhân tạo, đồ họa máy tính và xử lý ngôn ngữ tự nhiên.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Toán rời rạc, Lý thuyết tính toán, Học máy (Machine Learning), Xử lý ảnh số, Thị giác máy tính, Xử lý ngôn ngữ tự nhiên và Trí tuệ nhân tạo.","Kỹ sư AI/Machine Learning, Nhà khoa học dữ liệu (Data Scientist), Kỹ sư nghiên cứu & phát triển (R&D), Kỹ sư thiết kế thuật toán tối ưu tại các viện nghiên cứu và tập đoàn công nghệ lớn.",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480103TA,Kỹ thuật phần mềm (Chương trình đào tạo bằng Tiếng Anh),A00; A01; D01; D07; X06; X14; X26,22.8,80.000.000,2026,Điểm chuẩn đã quy đổi giữa các phương thức,"Tập trung vào quy trình kỹ thuật sản xuất phần mềm chuyên nghiệp, quản lý vòng đời dự án phần mềm, kiểm thử và đảm bảo chất lượng phần mềm quy mô lớn.","Thời gian đào tạo 4 năm (132 tín chỉ). Gồm: Công nghệ phần mềm, Kiểm thử phần mềm (QA/QC), Kiến trúc phần mềm, Quản lý dự án Agile/Scrum, An toàn phần mềm và Đồ án capstone.","Kỹ sư phần mềm, Quản lý dự án (Project Manager / Scrum Master), Kỹ sư kiểm thử (QA/QC Engineer), Kỹ sư kiến trúc phần mềm (Software Architect).",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480103,Kỹ thuật phần mềm,A00; A01; D01; D07; X06; X14; X26,24.3,41.800.000,2026,Điểm chuẩn đã quy đổi giữa các phương thức,"Tập trung vào quy trình kỹ thuật sản xuất phần mềm chuyên nghiệp, quản lý vòng đời dự án phần mềm, kiểm thử và đảm bảo chất lượng phần mềm quy mô lớn.","Thời gian đào tạo 4 năm (132 tín chỉ). Gồm: Công nghệ phần mềm, Kiểm thử phần mềm (QA/QC), Kiến trúc phần mềm, Quản lý dự án Agile/Scrum, An toàn phần mềm và Đồ án capstone.","Kỹ sư phần mềm, Quản lý dự án (Project Manager / Scrum Master), Kỹ sư kiểm thử (QA/QC Engineer), Kỹ sư kiến trúc phần mềm (Software Architect).",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480106,Kỹ thuật máy tính,A00; A01; X06; X26,25.2,41.800.000,2026,Điểm chuẩn đã quy đổi giữa các phương thức,"Ngành đào tạo chuyên sâu thuộc nhóm ngành Máy tính và công nghệ thông tin, trang bị nền tảng lý thuyết và kỹ năng thực hành hiện đại đáp ứng nhu cầu doanh nghiệp.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Lập trình hướng đối tượng, Cấu trúc dữ liệu và giải thuật, Cơ sở dữ liệu, Mạng máy tính, Phát triển ứng dụng Web/Mobile, Điện toán đám mây và Đồ án tốt nghiệp.","Kỹ sư phát triển phần mềm (Frontend, Backend, Fullstack), Kỹ sư DevOps, Chuyên viên quản trị cơ sở dữ liệu, Chuyên viên quản trị mạng tại các công ty công nghệ, ngân hàng và doanh nghiệp đa quốc gia.",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480102,Mạng máy tính và truyền thông dữ liệu,A00; A01; D01; D07; X06; X14; X26,23.49,41.800.000,2026,Điểm chuẩn đã quy đổi giữa các phương thức,"Ngành đào tạo chuyên sâu thuộc nhóm ngành Máy tính và công nghệ thông tin, trang bị nền tảng lý thuyết và kỹ năng thực hành hiện đại đáp ứng nhu cầu doanh nghiệp.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Lập trình hướng đối tượng, Cấu trúc dữ liệu và giải thuật, Cơ sở dữ liệu, Mạng máy tính, Phát triển ứng dụng Web/Mobile, Điện toán đám mây và Đồ án tốt nghiệp.","Kỹ sư phát triển phần mềm (Frontend, Backend, Fullstack), Kỹ sư DevOps, Chuyên viên quản trị cơ sở dữ liệu, Chuyên viên quản trị mạng tại các công ty công nghệ, ngân hàng và doanh nghiệp đa quốc gia.",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,75202a1,Thiết kế vi mạch,A00; A01; X06; X26,27.15,52.000.000,2026,Điểm chuẩn đã quy đổi giữa các phương thức,"Ngành đào tạo chuyên sâu thuộc nhóm ngành Kỹ thuật, trang bị nền tảng lý thuyết và kỹ năng thực hành hiện đại đáp ứng nhu cầu doanh nghiệp.","Thời gian đào tạo 4.5 năm (150 tín chỉ). Gồm: Lý thuyết điều khiển tự động, Cảm biến & đo lường, Vi điều khiển & PLC, Robot công nghiệp, SCADA/DCS và Thị giác máy tính công nghiệp.","Kỹ sư tự động hóa, Kỹ sư thiết kế hệ thống PLC/SCADA, Kỹ sư Robot tại các nhà máy sản xuất tự động, tập đoàn công nghiệp chế tạo (Samsung, VinFast, LG...).",Kỹ thuật
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,75202a1TA,Thiết kế vi mạch (Chương trình đào tạo bằng Tiếng Anh),A00; A01; X06; X26,24,85.000.000,2026,Điểm chuẩn đã quy đổi giữa các phương thức,"Ngành đào tạo chuyên sâu thuộc nhóm ngành Kỹ thuật, trang bị nền tảng lý thuyết và kỹ năng thực hành hiện đại đáp ứng nhu cầu doanh nghiệp.","Thời gian đào tạo 4.5 năm (150 tín chỉ). Gồm: Lý thuyết điều khiển tự động, Cảm biến & đo lường, Vi điều khiển & PLC, Robot công nghiệp, SCADA/DCS và Thị giác máy tính công nghiệp.","Kỹ sư tự động hóa, Kỹ sư thiết kế hệ thống PLC/SCADA, Kỹ sư Robot tại các nhà máy sản xuất tự động, tập đoàn công nghiệp chế tạo (Samsung, VinFast, LG...).",Kỹ thuật
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7340122,Thương mại điện tử,A00; A01; D01; D07; X06; X26,23.7,41.800.000,2026,Điểm chuẩn đã quy đổi giữa các phương thức,"Đào tạo kỹ năng vận hành kinh doanh trực tuyến, quản lý sàn thương mại điện tử, thanh toán điện tử, tiếp thị số và logistics trong nền kinh tế số.","Thời gian đào tạo 4 năm (130 tín chỉ). Gồm: Vận hành sàn TMĐT, Thanh toán điện tử, Digital Marketing cho TMĐT, Quản trị trải nghiệm khách hàng số, Pháp luật trong TMĐT.","Chuyên viên vận hành sàn TMĐT (Shopee, Lazada, TikTok Shop), Quản lý kênh bán hàng trực tuyến, Chuyên viên phát triển kinh doanh số tại các tập đoàn bán lẻ.",Kinh doanh và quản lý
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480107,Trí tuệ nhân tạo,A00; A01; D01; D07; X06; X26,30,41.800.000,2026,Điểm chuẩn đã quy đổi giữa các phương thức,"Đào tạo chuyên sâu về học máy, học sâu, mạng nơ-ron, nhận dạng mẫu, người máy thông minh và các giải pháp tự động hóa tạo sinh.","Thời gian đào tạo 4 năm (140 tín chỉ). Gồm: Đại số tuyến tính nâng cao, Học sâu (Deep Learning), Mô hình tạo sinh (Generative AI), Robot học nhận thức và Hệ thống tự hành.","Kỹ sư AI/ML, Kỹ sư thị giác máy tính, Kỹ sư xử lý ngôn ngữ tự nhiên (NLP), Chuyên gia giải pháp AI doanh nghiệp.",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7320104,Truyền thông đa phương tiện,A00; A01; D01; D07; X06; X26,24.66,41.800.000,2026,Điểm chuẩn đã quy đổi giữa các phương thức,"Ngành Truyền Thông Đa Phương Tiện đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480202,An toàn thông tin,A00; A01; D01; D07; X06; X26,26.27,37.000.000,2025,"V-ACT: 956; SAT: 1344; ACT: 29; Học bạ HSG: 28,48; Học bạ ưu tiên: 28,48","Trang bị kiến thức và kỹ năng bảo vệ hệ thống thông tin, phân tích mã độc, đánh giá an ninh mạng, mật mã học và ứng phó sự cố an ninh số.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Mật mã học, An toàn mạng, Kiểm thử xâm nhập (Penetration Testing), Điều tra số (Digital Forensics), Kỹ thuật dịch ngược mã độc và Quản trị an ninh mạng.","Chuyên viên an ninh mạng (SOC Analyst), Kỹ sư bảo mật hệ thống, Chuyên viên kiểm thử xâm nhập (Ethical Hacker), Chuyên viên ứng cứu sự cố bảo mật tại các ngân hàng, tập đoàn viễn thông và cơ quan chính phủ.",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480201_VN,Công nghệ thông tin Việt - Nhật,A00; A01; D01; D06; D07; X06; X26,24.2,37.000.000,2025,"V-ACT: 867; SAT: 1360; ACT: 30; Học bạ HSG: 27,58; Học bạ ưu tiên: 27,58","Đào tạo kiến thức nền tảng và chuyên sâu về thiết kế, phát triển, triển khai và bảo trì các hệ thống phần mềm, mạng máy tính, cơ sở dữ liệu và ứng dụng thông minh.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Lập trình hướng đối tượng, Cấu trúc dữ liệu và giải thuật, Cơ sở dữ liệu, Mạng máy tính, Phát triển ứng dụng Web/Mobile, Điện toán đám mây và Đồ án tốt nghiệp.","Kỹ sư phát triển phần mềm (Frontend, Backend, Fullstack), Kỹ sư DevOps, Chuyên viên quản trị cơ sở dữ liệu, Chuyên viên quản trị mạng tại các công ty công nghệ, ngân hàng và doanh nghiệp đa quốc gia.",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480201,Công nghệ thông tin,A00; A01; D01; D07; X06; X26,26.6,37.000.000,2025,"V-ACT: 969; SAT: 1344; ACT: 29; Học bạ HSG: 28,64; Học bạ ưu tiên: 28,64","Đào tạo kiến thức nền tảng và chuyên sâu về thiết kế, phát triển, triển khai và bảo trì các hệ thống phần mềm, mạng máy tính, cơ sở dữ liệu và ứng dụng thông minh.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Lập trình hướng đối tượng, Cấu trúc dữ liệu và giải thuật, Cơ sở dữ liệu, Mạng máy tính, Phát triển ứng dụng Web/Mobile, Điện toán đám mây và Đồ án tốt nghiệp.","Kỹ sư phát triển phần mềm (Frontend, Backend, Fullstack), Kỹ sư DevOps, Chuyên viên quản trị cơ sở dữ liệu, Chuyên viên quản trị mạng tại các công ty công nghệ, ngân hàng và doanh nghiệp đa quốc gia.",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480104_TT,Hệ thống thông tin chương trình tiên tiến,A01; D01; D07; D08; X26,24.2,55.000.000,2025,"V-ACT: 867; SAT: 1344; ACT: 29; Học bạ HSG: 27,58; Học bạ ưu tiên: 27,58","Giao thoa giữa công nghệ thông tin và quản trị kinh doanh, tập trung vào thiết kế, vận hành và khai thác các hệ thống thông tin quản lý doanh nghiệp.","Thời gian đào tạo 4 năm (130 tín chỉ). Gồm: Phân tích & thiết kế hệ thống, Hệ thống hoạch định nguồn lực doanh nghiệp (ERP), Kho dữ liệu (Data Warehouse), Thương mại điện tử và Business Intelligence.","Chuyên viên phân tích nghiệp vụ (Business Analyst - BA), Chuyên viên tư vấn triển khai ERP, Chuyên viên quản trị dữ liệu kinh doanh, Quản trị hệ thống thông tin doanh nghiệp.",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480104,Hệ thống thông tin,A00; A01; D01; D07; D08; X06; X26,24.7,37.000.000,2025,"V-ACT: 891; SAT: 1344; ACT: 29; Học bạ HSG: 27,81; Học bạ ưu tiên: 27,81","Giao thoa giữa công nghệ thông tin và quản trị kinh doanh, tập trung vào thiết kế, vận hành và khai thác các hệ thống thông tin quản lý doanh nghiệp.","Thời gian đào tạo 4 năm (130 tín chỉ). Gồm: Phân tích & thiết kế hệ thống, Hệ thống hoạch định nguồn lực doanh nghiệp (ERP), Kho dữ liệu (Data Warehouse), Thương mại điện tử và Business Intelligence.","Chuyên viên phân tích nghiệp vụ (Business Analyst - BA), Chuyên viên tư vấn triển khai ERP, Chuyên viên quản trị dữ liệu kinh doanh, Quản trị hệ thống thông tin doanh nghiệp.",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480109,Khoa học Dữ liệu,A00; A01; D01; D07; X06; X26,27.7,37.000.000,2025,"V-ACT: 1010; SAT: 1344; ACT: 29; Học bạ HSG: 29,14; Học bạ ưu tiên: 29,14","Kết hợp toán thống kê, khoa học máy tính và tri thức chuyên ngành để thu thập, làm sạch, phân tích và trích xuất tri thức từ dữ liệu lớn phục vụ ra quyết định.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Xác suất thống kê ứng dụng, Trực quan hóa dữ liệu, Khai phá dữ liệu (Data Mining), Xử lý dữ liệu lớn (Big Data: Hadoop/Spark), Mô hình hóa dự báo.","Data Analyst, Data Scientist, Data Engineer, Chuyên viên phân tích định lượng tại các quỹ đầu tư, tập đoàn bán lẻ, viễn thông và công nghệ tài chính (Fintech).",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480101,Khoa học máy tính,A00; A01; D01; D07; X06; X26,27.2,37.000.000,2025,"V-ACT: 993; SAT: 1344; ACT: 29; Học bạ HSG: 28,9; Học bạ ưu tiên: 28,9","Nghiên cứu các nguyên lý nền tảng của tính toán, thuật toán phức tạp, cấu trúc dữ liệu, trí tuệ nhân tạo, đồ họa máy tính và xử lý ngôn ngữ tự nhiên.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Toán rời rạc, Lý thuyết tính toán, Học máy (Machine Learning), Xử lý ảnh số, Thị giác máy tính, Xử lý ngôn ngữ tự nhiên và Trí tuệ nhân tạo.","Kỹ sư AI/Machine Learning, Nhà khoa học dữ liệu (Data Scientist), Kỹ sư nghiên cứu & phát triển (R&D), Kỹ sư thiết kế thuật toán tối ưu tại các viện nghiên cứu và tập đoàn công nghệ lớn.",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480103,Kỹ thuật phần mềm,A00; A01; D01; D07; X06; X26,26,37.000.000,2025,"V-ACT: 946; SAT: 1344; ACT: 29; Học bạ HSG: 28,37; Học bạ ưu tiên: 28,37","Tập trung vào quy trình kỹ thuật sản xuất phần mềm chuyên nghiệp, quản lý vòng đời dự án phần mềm, kiểm thử và đảm bảo chất lượng phần mềm quy mô lớn.","Thời gian đào tạo 4 năm (132 tín chỉ). Gồm: Công nghệ phần mềm, Kiểm thử phần mềm (QA/QC), Kiến trúc phần mềm, Quản lý dự án Agile/Scrum, An toàn phần mềm và Đồ án capstone.","Kỹ sư phần mềm, Quản lý dự án (Project Manager / Scrum Master), Kỹ sư kiểm thử (QA/QC Engineer), Kỹ sư kiến trúc phần mềm (Software Architect).",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480106,Kỹ thuật máy tính,A00; A01; X06; X26,25.3,37.000.000,2025,"V-ACT: 923; SAT: 1344; ACT: 29; Học bạ HSG: 28,1; Học bạ ưu tiên: 28,1","Ngành đào tạo chuyên sâu thuộc nhóm ngành Máy tính và công nghệ thông tin, trang bị nền tảng lý thuyết và kỹ năng thực hành hiện đại đáp ứng nhu cầu doanh nghiệp.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Lập trình hướng đối tượng, Cấu trúc dữ liệu và giải thuật, Cơ sở dữ liệu, Mạng máy tính, Phát triển ứng dụng Web/Mobile, Điện toán đám mây và Đồ án tốt nghiệp.","Kỹ sư phát triển phần mềm (Frontend, Backend, Fullstack), Kỹ sư DevOps, Chuyên viên quản trị cơ sở dữ liệu, Chuyên viên quản trị mạng tại các công ty công nghệ, ngân hàng và doanh nghiệp đa quốc gia.",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480102,Mạng máy tính và truyền thông dữ liệu,A00; A01; D01; D07; X06; X14; X26,24,37.000.000,2025,"V-ACT: 854; SAT: 1344; ACT: 29; Học bạ HSG: 27,47; Học bạ ưu tiên: 27,47","Ngành đào tạo chuyên sâu thuộc nhóm ngành Máy tính và công nghệ thông tin, trang bị nền tảng lý thuyết và kỹ năng thực hành hiện đại đáp ứng nhu cầu doanh nghiệp.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Lập trình hướng đối tượng, Cấu trúc dữ liệu và giải thuật, Cơ sở dữ liệu, Mạng máy tính, Phát triển ứng dụng Web/Mobile, Điện toán đám mây và Đồ án tốt nghiệp.","Kỹ sư phát triển phần mềm (Frontend, Backend, Fullstack), Kỹ sư DevOps, Chuyên viên quản trị cơ sở dữ liệu, Chuyên viên quản trị mạng tại các công ty công nghệ, ngân hàng và doanh nghiệp đa quốc gia.",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,75202a1,Thiết kế vi mạch,A00; A01; X06; X26,27,37.000.000,2025,"V-ACT: 984; SAT: 1344; ACT: 29; Học bạ HSG: 28,8; Học bạ ưu tiên: 28,8","Ngành đào tạo chuyên sâu thuộc nhóm ngành Kỹ thuật, trang bị nền tảng lý thuyết và kỹ năng thực hành hiện đại đáp ứng nhu cầu doanh nghiệp.","Thời gian đào tạo 4.5 năm (150 tín chỉ). Gồm: Lý thuyết điều khiển tự động, Cảm biến & đo lường, Vi điều khiển & PLC, Robot công nghiệp, SCADA/DCS và Thị giác máy tính công nghiệp.","Kỹ sư tự động hóa, Kỹ sư thiết kế hệ thống PLC/SCADA, Kỹ sư Robot tại các nhà máy sản xuất tự động, tập đoàn công nghiệp chế tạo (Samsung, VinFast, LG...).",Kỹ thuật
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7340122,Thương mại điện tử,A00; A01; D01; D07; X06; X26,24.57,37.000.000,2025,"V-ACT: 889; SAT: 1344; ACT: 29; Học bạ HSG: 27,75; Học bạ ưu tiên: 27,75","Đào tạo kỹ năng vận hành kinh doanh trực tuyến, quản lý sàn thương mại điện tử, thanh toán điện tử, tiếp thị số và logistics trong nền kinh tế số.","Thời gian đào tạo 4 năm (130 tín chỉ). Gồm: Vận hành sàn TMĐT, Thanh toán điện tử, Digital Marketing cho TMĐT, Quản trị trải nghiệm khách hàng số, Pháp luật trong TMĐT.","Chuyên viên vận hành sàn TMĐT (Shopee, Lazada, TikTok Shop), Quản lý kênh bán hàng trực tuyến, Chuyên viên phát triển kinh doanh số tại các tập đoàn bán lẻ.",Kinh doanh và quản lý
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7480107,Trí tuệ nhân tạo,A00; A01; D01; D07; X06; X26,29.6,37.000.000,2025,"V-ACT: 1098; SAT: 1440; ACT: 32; Học bạ HSG: 29,91; Học bạ ưu tiên: 27,47","Đào tạo chuyên sâu về học máy, học sâu, mạng nơ-ron, nhận dạng mẫu, người máy thông minh và các giải pháp tự động hóa tạo sinh.","Thời gian đào tạo 4 năm (140 tín chỉ). Gồm: Đại số tuyến tính nâng cao, Học sâu (Deep Learning), Mô hình tạo sinh (Generative AI), Robot học nhận thức và Hệ thống tự hành.","Kỹ sư AI/ML, Kỹ sư thị giác máy tính, Kỹ sư xử lý ngôn ngữ tự nhiên (NLP), Chuyên gia giải pháp AI doanh nghiệp.",Máy tính và công nghệ thông tin
QSC,Đại học Công nghệ Thông tin - Đại học Quốc gia TP HCM,7320104,Truyền thông đa phương tiện,A01; D01; D09; D10; X02; X26,25,37.000.000,2025,"V-ACT: 911; SAT: 1360; ACT: 30; Học bạ HSG: 27,97; Học bạ ưu tiên: 27,97","Ngành Truyền Thông Đa Phương Tiện đào tạo nguồn nhân lực chất lượng cao, nắm vững lý thuyết nền tảng và kỹ năng tác nghiệp chuyên nghiệp theo chuẩn quốc tế.","Thời gian đào tạo 4 năm (120-140 tín chỉ) gồm khối kiến thức đại cương, cơ sở ngành, chuyên sâu và kỳ thực tập nghề nghiệp.","Đảm nhiệm các vị trí chuyên môn, quản lý và nghiên cứu tại các cơ quan, tổ chức, doanh nghiệp trong nước và quốc tế.",Đào tạo đại học
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7480201DK,Công nghệ thông tin (CTLK với ĐH Deakin) (2+2/3+1),A00; A01; X06; X10; X26,60,,2026,--,"Đào tạo kiến thức nền tảng và chuyên sâu về thiết kế, phát triển, triển khai và bảo trì các hệ thống phần mềm, mạng máy tính, cơ sở dữ liệu và ứng dụng thông minh.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Lập trình hướng đối tượng, Cấu trúc dữ liệu và giải thuật, Cơ sở dữ liệu, Mạng máy tính, Phát triển ứng dụng Web/Mobile, Điện toán đám mây và Đồ án tốt nghiệp.","Kỹ sư phát triển phần mềm (Frontend, Backend, Fullstack), Kỹ sư DevOps, Chuyên viên quản trị cơ sở dữ liệu, Chuyên viên quản trị mạng tại các công ty công nghệ, ngân hàng và doanh nghiệp đa quốc gia.",Máy tính và công nghệ thông tin
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7480201,Công nghệ thông tin,A00; A01; X06; X10; X26,62,,2026,--,"Đào tạo kiến thức nền tảng và chuyên sâu về thiết kế, phát triển, triển khai và bảo trì các hệ thống phần mềm, mạng máy tính, cơ sở dữ liệu và ứng dụng thông minh.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Lập trình hướng đối tượng, Cấu trúc dữ liệu và giải thuật, Cơ sở dữ liệu, Mạng máy tính, Phát triển ứng dụng Web/Mobile, Điện toán đám mây và Đồ án tốt nghiệp.","Kỹ sư phát triển phần mềm (Frontend, Backend, Fullstack), Kỹ sư DevOps, Chuyên viên quản trị cơ sở dữ liệu, Chuyên viên quản trị mạng tại các công ty công nghệ, ngân hàng và doanh nghiệp đa quốc gia.",Máy tính và công nghệ thông tin
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7480201MQ,Công nghệ thông tin (CTLK với ĐH Macquarie) (2+1),A00; A01; X06; X10; X26,60,,2026,--,"Đào tạo kiến thức nền tảng và chuyên sâu về thiết kế, phát triển, triển khai và bảo trì các hệ thống phần mềm, mạng máy tính, cơ sở dữ liệu và ứng dụng thông minh.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Lập trình hướng đối tượng, Cấu trúc dữ liệu và giải thuật, Cơ sở dữ liệu, Mạng máy tính, Phát triển ứng dụng Web/Mobile, Điện toán đám mây và Đồ án tốt nghiệp.","Kỹ sư phát triển phần mềm (Frontend, Backend, Fullstack), Kỹ sư DevOps, Chuyên viên quản trị cơ sở dữ liệu, Chuyên viên quản trị mạng tại các công ty công nghệ, ngân hàng và doanh nghiệp đa quốc gia.",Máy tính và công nghệ thông tin
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7420201,Công nghệ sinh học,A00; B00; B08; C08; D07; D12; D13,55,,2026,--,"Trang bị nền tảng khoa học máy tính, kỹ thuật lập trình, thuật toán và phát triển ứng dụng công nghệ trong lĩnh vực Công Nghệ Sinh Học.","Thời gian đào tạo 4-4.5 năm (135-150 tín chỉ) với trọng tâm thực hành đồ án, kiến trúc hệ thống, an ninh thông tin và thực tập doanh nghiệp công nghệ.","Kỹ sư phần mềm, chuyên viên phân tích hệ thống, kỹ sư dữ liệu, quản trị mạng và chuyên viên bảo mật tại các tập đoàn công nghệ toàn cầu.",Máy tính và công nghệ thông tin
QSQ,Đại học Quốc tế - Đại học Quốc gia TP HCM,7480201W4,Công nghệ thông tin (CTLK với ĐH West of England) (4+0),A00; A01; X06; X10; X26,60,,2026,--,"Đào tạo kiến thức nền tảng và chuyên sâu về thiết kế, phát triển, triển khai và bảo trì các hệ thống phần mềm, mạng máy tính, cơ sở dữ liệu và ứng dụng thông minh.","Thời gian đào tạo 4 năm (135 tín chỉ). Gồm: Lập trình hướng đối tượng, Cấu trúc dữ liệu và giải thuật, Cơ sở dữ liệu, Mạng máy tính, Phát triển ứng dụng Web/Mobile, Điện toán đám mây và Đồ án tốt nghiệp.","Kỹ sư phát triển phần mềm (Frontend, Backend, Fullstack), Kỹ sư DevOps, Chuyên viên quản trị cơ sở dữ liệu, Chuyên viên quản trị mạng tại các công ty công nghệ, ngân hàng và doanh nghiệp đa quốc gia.",Máy tính và công nghệ thông tin
